domain_name,domain_type,agency,city,state,city_state,country,the_geom
BOULDERCITY-NV.GOV,State/Local Govt,Non-Federal Agency,Boulder City,NV,"BOULDER CITY, NV",United States,0101000020E6100000D00F238447B55CC0A818E76F42FD4140
BOULDERCITYNV.GOV,State/Local Govt,Non-Federal Agency,Boulder City,NV,"BOULDER CITY, NV",United States,0101000020E6100000D00F238447B55CC0A818E76F42FD4140
BOULDERCOUNTY-CO.GOV,State/Local Govt,Non-Federal Agency,Boulder,CO,"BOULDER, CO",United States,0101000020E6100000B37BF2B050515AC02EE23B31EB014440
BOUNTIFULUTAH.GOV,State/Local Govt,Non-Federal Agency,Bountiful,UT,"BOUNTIFUL, UT",United States,0101000020E6100000115322895EF85BC0D9B11188D7714440
BOW-NH.GOV,State/Local Govt,Non-Federal Agency,Bow,NH,"BOW, NH",United States,0101000020E6100000679B1BD3135655C06F9EEA909B614240
BRAINTREEMA.GOV,State/Local Govt,Non-Federal Agency,Braintree,MA,"BRAINTREE, MA",United States,0101000020E610000075ABE7A4F7BF51C0959F54FB741C4540
BRANDCOLORADO.GOV,State/Local Govt,Non-Federal Agency,Boulder,CO,"BOULDER, CO",United States,0101000020E6100000B37BF2B050515AC02EE23B31EB014440
BREWERMAINE.GOV,State/Local Govt,Non-Federal Agency,Brewer,ME,"BREWER, ME",United States,0101000020E61000004DA1F31ABB3051C020B58993FB654640
BRIDGEWATERNJ.GOV,State/Local Govt,Non-Federal Agency,Bridgewater,NJ,"BRIDGEWATER, NJ",United States,0101000020E6100000C139234A7BA952C0C6E1CCAFE64C4440
BRIGHTONCO.GOV,State/Local Govt,Non-Federal Agency,Brighton,CO,"BRIGHTON, CO",United States,0101000020E6100000053411363C6353C05019FF3EE3924540
BROCKTON-MA.GOV,State/Local Govt,Non-Federal Agency,Brockton,MA,"BROCKTON, MA",United States,0101000020E6100000A1B94E232DC151C0ADC090D5AD0A4540
BROOKINGSCOUNTYSD.GOV,State/Local Govt,Non-Federal Agency,Brookings,SD,"BROOKINGS, SD",United States,0101000020E610000005DD5ED2183358C02BA4FCA4DA274640
BROOMFIELDCO.GOV,State/Local Govt,Non-Federal Agency,Broomfield,CO,"BROOMFIELD, CO",United States,0101000020E6100000B30C71AC8B455AC076543541D4F54340
BRUNSWICKMD.GOV,State/Local Govt,Non-Federal Agency,Brunswick,MD,"BRUNSWICK, MD",United States,0101000020E610000076711B0DE07554C0DF6C73637A9E4440
BRYANTX.GOV,State/Local Govt,Non-Federal Agency,Bryan,TX,"BRYAN, TX",United States,0101000020E61000000135B56CAD1758C006BB61DBA2AC3E40
BUCHANAN-VA.GOV,State/Local Govt,Non-Federal Agency,Buchanan,VA,"BUCHANAN, VA",United States,0101000020E61000009E7B0F971C9755C0207BBDFBE3E94440
BURKECOUNTY-GA.GOV,State/Local Govt,Non-Federal Agency,Waynesboro,GA,"WAYNESBORO, GA",United States,0101000020E61000007B319413EDB853C0E960FD9FC3084340
BURLINGTONND.GOV,State/Local Govt,Non-Federal Agency,Burlington,ND,"BURLINGTON, ND",United States,0101000020E6100000158C4AEA04DC53C0F146E6913F0C4240
BURLINGTONWA.GOV,State/Local Govt,Non-Federal Agency,Burlington,WA,"BURLINGTON, WA",United States,0101000020E6100000158C4AEA04DC53C0F146E6913F0C4240
BUSINESS4WV.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,"CHARLESTON, WV",United States,0101000020E61000004FCC7A3194FB53C0018750A566634040
BUYNJBONDS.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,"TRENTON, NJ",United States,0101000020E6100000FAB836548CAF52C064CC5D4BC81B4440
CA.GOV,State/Local Govt,Non-Federal Agency,Rancho Cordova,CA,"RANCHO CORDOVA, CA",United States,0101000020E61000002861A6ED5F535EC0018750A5664B4340
CAHWNET.GOV,State/Local Govt,Non-Federal Agency,Sacramento,CA,"SACRAMENTO, CA",United States,0101000020E61000001DC9E53FA45F5EC0D82AC1E2704A4340
CALAISVERMONT.GOV,State/Local Govt,Non-Federal Agency,East Calais,VT,"EAST CALAIS, VT",United States,0101000020E6100000BD35B055821B52C042CF66D5E72E4640
CALIFORNIA.GOV,State/Local Govt,Non-Federal Agency,Rancho Cordova,CA,"RANCHO CORDOVA, CA",United States,0101000020E61000002861A6ED5F535EC0018750A5664B4340
CALIFORNIADESERT.GOV,State/Local Govt,Non-Federal Agency,Barstow,CA,"BARSTOW, CA",United States,0101000020E6100000766C04E275415DC09E4143FF04734140
CAMBRIDGERETIREMENTMA.GOV,State/Local Govt,Non-Federal Agency,Cambridge,MA,"CAMBRIDGE, MA",United States,0101000020E61000005B087250C2C651C0645DDC4603304540
CAMDENCOUNTYGA.GOV,State/Local Govt,Non-Federal Agency,Woodbine,GA,"WOODBINE, GA",United States,0101000020E61000008AABCABE2BB452C0D769A4A5F29E4340
CAMPBELLCA.GOV,State/Local Govt,Non-Federal Agency,Campbell,CA,"CAMPBELL, CA",United States,0101000020E610000086200725CC7C5EC038328FFCC1A44240
CANANDAIGUANEWYORK.GOV,State/Local Govt,Non-Federal Agency,Canandaigua,NY,"CANANDAIGUA, NY",United States,0101000020E610000026FC523F6F5253C04E97C5C4E66F4540
CAPITALREGION.GOV,State/Local Govt,Non-Federal Agency,Fairfax,VA,"FAIRFAX, VA",United States,0101000020E61000006F9EEA909B5353C04E9CDCEF506C4340
CAPITALREGIONUPDATES.GOV,State/Local Govt,Non-Federal Agency,Fairfax,VA,"FAIRFAX, VA",United States,0101000020E61000006F9EEA909B5353C04E9CDCEF506C4340
CARTHAGE-MO.GOV,State/Local Govt,Non-Federal Agency,Carthage,MO,"CARTHAGE, MO",United States,0101000020E61000002BA4FCA4DA9357C08AB0E1E995964240
CASAAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,"PHOENIX, AZ",United States,0101000020E610000022A64412BD045CC01A170E8464B94040
CASWELLCOUNTYNC.GOV,State/Local Govt,Non-Federal Agency,Yanceyville,NC,"YANCEYVILLE, NC",United States,0101000020E6100000164D672783D553C02B4D4A41B7334240
CELINA-TX.GOV,State/Local Govt,Non-Federal Agency,Celina,TX,"CELINA, TX",United States,0101000020E6100000AD4CF8A57E2455C0AEBB79AA43464440
CENTERLINE.GOV,State/Local Govt,Non-Federal Agency,Center Line,MI,"CENTER LINE, MI",United States,0101000020E6100000598638D6C5C154C03CA06CCA153E4540
CHAMPAIGN-IL.GOV,State/Local Govt,Non-Federal Agency,Champaign,IL,"CHAMPAIGN, IL",United States,0101000020E61000000820B589930F56C0D74CBED9E60E4440
CHANDLERAZ.GOV,State/Local Govt,Non-Federal Agency,Chandler,AZ,"CHANDLER, AZ",United States,0101000020E6100000A4703D0AD7F55BC0F3AB394030A74040
CHEROKEECOUNTY-NC.GOV,State/Local Govt,Non-Federal Agency,Murphy,NC,"MURPHY, NC",United States,0101000020E6100000053411363C2758C0FDC1C073EF814040
CHESTERFIELD.GOV,State/Local Govt,Non-Federal Agency,Chesterfield,VA,"CHESTERFIELD, VA",United States,0101000020E61000002D6002B7EEA456C046D3D9C9E0544340
CHESTERFIELDCOUNTY.GOV,State/Local Govt,Non-Federal Agency,Chesterfield,VA,"CHESTERFIELD, VA",United States,0101000020E61000002D6002B7EEA456C046D3D9C9E0544340
CHESTERVT.GOV,State/Local Govt,Non-Federal Agency,Chester,VT,"CHESTER, VT",United States,0101000020E610000054E3A59BC4D652C0B0FECF61BEEC4340
CHIAMASS.GOV,State/Local Govt,Non-Federal Agency,Boston,MA,"BOSTON, MA",United States,0101000020E61000000BD28C45D3C351C0E0F3C308E12D4540
CHOOSEIDAHO.GOV,State/Local Govt,Non-Federal Agency,Boise,ID,"BOISE, ID",United States,0101000020E6100000C2172653050D5DC04A0C022B87CE4540
CHULAVISTACA.GOV,State/Local Govt,Non-Federal Agency,Chula Vista,CA,"CHULA VISTA, CA",United States,0101000020E6100000AF94658863455DC004E78C28ED514040
CITYOFAUBURNWA.GOV,State/Local Govt,Non-Federal Agency,Auburn,WA,"AUBURN, WA",United States,0101000020E61000005BB1BFEC9E8E5EC00FB4024356A74740
CITYOFBOSTON.GOV,State/Local Govt,Non-Federal Agency,Boston,MA,"BOSTON, MA",United States,0101000020E61000000BD28C45D3C351C0E0F3C308E12D4540
CITYOFCHAMPAIGN-IL.GOV,State/Local Govt,Non-Federal Agency,Champaign,IL,"CHAMPAIGN, IL",United States,0101000020E61000000820B589930F56C0D74CBED9E60E4440
CITYOFCODY-WY.GOV,State/Local Govt,Non-Federal Agency,Cody,WY,"CODY, WY",United States,0101000020E61000008B4F01309E435BC0CF49EF1B5F434640
CITYOFFARGO-ND.GOV,State/Local Govt,Non-Federal Agency,Fargo,ND,"FARGO, ND",United States,0101000020E61000005F984C158C3258C06A300DC347704740
CITYOFGROTON-CT.GOV,State/Local Govt,Non-Federal Agency,Groton,CT,"GROTON, CT",United States,0101000020E61000007B6B60AB040552C0302AA913D0AC4440
CITYOFHAYWARD-CA.GOV,State/Local Govt,Non-Federal Agency,Hayward,CA,"HAYWARD, CA",United States,0101000020E610000034BF9A0304DF56C0AF42CA4FAA014740
CITYOFHONDO-TX.GOV,State/Local Govt,Non-Federal Agency,Hondo,TX,"HONDO, TX",United States,0101000020E610000005C078060DC958C00DAB7823F3583D40
CITYOFHOUSTON.GOV,State/Local Govt,Non-Federal Agency,Houston,TX,"HOUSTON, TX",United States,0101000020E6100000A7CB6262F33F56C0AC8BDB6800F34040
CITYOFHUNTSVILLETX.GOV,State/Local Govt,Non-Federal Agency,Huntsville,TX,"HUNTSVILLE, TX",United States,0101000020E6100000E10B93A982A555C061FD9FC37C5D4140
CITYOFIRONDALEAL.GOV,State/Local Govt,Non-Federal Agency,Irondale,AL,"IRONDALE, AL",United States,0101000020E6100000DE59BBED42AD55C0F701486DE2C44040
CITYOFLADUE-MO.GOV,State/Local Govt,Non-Federal Agency,Ladue,MO,"LADUE, MO",United States,0101000020E61000005F24B4E55C9856C001F6D1A92B534340
CITYOFMENASHA-WI.GOV,State/Local Govt,Non-Federal Agency,Menasha,WI,"MENASHA, WI",United States,0101000020E61000007F6ABC74931C56C04B766C04E2194640
CITYOFNOVI-MI.GOV,State/Local Govt,Non-Federal Agency,Novi,MI,"NOVI, MI",United States,0101000020E6100000CDE49B6D6EDE54C06F641EF9833D4540
CITYOFOLYMPIA-WA.GOV,State/Local Govt,Non-Federal Agency,Olympia,WA,"OLYMPIA, WA",United States,0101000020E610000076E09C11A5B95EC0F0BF95ECD8844740
CITYOFOLYMPIAWA.GOV,State/Local Govt,Non-Federal Agency,Olympia,WA,"OLYMPIA, WA",United States,0101000020E610000076E09C11A5B95EC0F0BF95ECD8844740
CITYOFPASSAICNJ.GOV,State/Local Govt,Non-Federal Agency,Passaic,NJ,"PASSAIC, NJ",United States,0101000020E61000002A8C2D04398852C0D218ADA3AA6D4440
CITYOFRENONV.GOV,State/Local Govt,Non-Federal Agency,Reno,NV,"RENO, NV",United States,0101000020E6100000075F984C15F45DC0807D74EACAC34340
CITYOFROCHESTER.GOV,State/Local Govt,Non-Federal Agency,Rochester,NY,"ROCHESTER, NY",United States,0101000020E6100000732EC555656753C09609BFD4CF934540
CITYOFSAFFORD-AZ.GOV,State/Local Govt,Non-Federal Agency,Safford,AZ,"SAFFORD, AZ",United States,0101000020E61000006FD39FFD486D5BC0E63FA4DFBE6A4040
CITYOFSANTAANA-CA.GOV,State/Local Govt,Non-Federal Agency,Santa Ana,CA,"SANTA ANA, CA",United States,0101000020E6100000361FD7868A775DC07A7077D66EDF4040
CITYOFSEATTLE.GOV,State/Local Govt,Non-Federal Agency,Seattle,WA,"SEATTLE, WA",United States,0101000020E6100000E57E87A240955EC00B410E4A98CD4740
CITYOFSUNRISEFL.GOV,State/Local Govt,Non-Federal Agency,Sunrise,FL,"SUNRISE, FL",United States,0101000020E6100000BF4351A04F1254C0718FA50F5D283A40
CITYOFSUNRISEFLORIDA.GOV,State/Local Govt,Non-Federal Agency,Sunrise,FL,"SUNRISE, FL",United States,0101000020E6100000BF4351A04F1254C0718FA50F5D283A40
CITYOFWARRENPA.GOV,State/Local Govt,Non-Federal Agency,Warren,PA,"WARREN, PA",United States,0101000020E6100000598638D6C5C154C01344DD07203D4540
CITYOFWESTPALMBEACH-FL.GOV,State/Local Govt,Non-Federal Agency,West Palm Beach,FL,"WEST PALM BEACH, FL",United States,0101000020E61000009A25016A6A0354C04985B18520B73A40
CITYOLYMPIA-WA.GOV,State/Local Govt,Non-Federal Agency,Olympia,WA,"OLYMPIA, WA",United States,0101000020E610000076E09C11A5B95EC0F0BF95ECD8844740
CITYOLYMPIAWA.GOV,State/Local Govt,Non-Federal Agency,Olympia,WA,"OLYMPIA, WA",United States,0101000020E610000076E09C11A5B95EC0F0BF95ECD8844740
CLAIMITTN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,"NASHVILLE, TN",United States,0101000020E6100000276BD44334B255C0E15D2EE23B154240
CLARKECOUNTY.GOV,State/Local Govt,Non-Federal Agency,Berryville,VA,"BERRYVILLE, VA",United States,0101000020E6100000FCC6D79E596457C034F44F70B12E4240
CLATSOPCOUNTYOR.GOV,State/Local Govt,Non-Federal Agency,Astoria,OR,"ASTORIA, OR",United States,0101000020E61000003333333333F55EC047C9AB730C184740
CLAYCOUNTYIN.GOV,State/Local Govt,Non-Federal Agency,Brazil,IN,"BRAZIL, IN",United States,0101000020E610000024D6E25300C855C0744694F606C34340
CLEVELANDWI.GOV,State/Local Govt,Non-Federal Agency,Cleveland,WI,"CLEVELAND, WI",United States,0101000020E6100000EDD3F198816C54C00E2DB29DEFBF4440
CLINTONTOWNSHIP-MI.GOV,State/Local Govt,Non-Federal Agency,Clinton Township,MI,"CLINTON TOWNSHIP, MI",United States,0101000020E6100000EDBB22F8DFBA54C0FAB31F29224B4540
CO.GOV,State/Local Govt,Non-Federal Agency,Lakewood,CO,"LAKEWOOD, CO",United States,0101000020E61000000938842A35455AC00395F1EF33DA4340
COAG.GOV,State/Local Govt,Non-Federal Agency,Denver,CO,"DENVER, CO",United States,0101000020E610000082FFAD64C70853C0FD87F4DBD71D4440
COBBCOUNTYGA.GOV,State/Local Govt,Non-Federal Agency,Marietta,GA,"MARIETTA, GA",United States,0101000020E6100000B745990D322355C0B515FBCBEEF94040
COBERTURAMEDICAILLINOIS.GOV,State/Local Govt,Non-Federal Agency,Chicago,IL,"CHICAGO, IL",United States,0101000020E6100000F2B0506B9AE955C0374F75C8CDEC4440
COCICJIS.GOV,State/Local Govt,Non-Federal Agency,Golden,CO,"GOLDEN, CO",United States,0101000020E610000052499D80264E5AC0F168E388B5E04340
CODOT.GOV,State/Local Govt,Non-Federal Agency,Denver,CO,"DENVER, CO",United States,0101000020E610000082FFAD64C70853C0FD87F4DBD71D4440
COHOES-NY.GOV,State/Local Govt,Non-Federal Agency,Cohoes,NY,"COHOES, NY",United States,0101000020E6100000A2D11DC4CE6C52C0A5A0DB4B1A634540
COLLEGEDALETN.GOV,State/Local Govt,Non-Federal Agency,Collegedale,TN,"COLLEGEDALE, TN",United States,0101000020E6100000CCD1E3F7364355C0DF37BEF6CC864140
COLLEGEGOALARIZONA.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,"PHOENIX, AZ",United States,0101000020E610000022A64412BD045CC01A170E8464B94040
COLLEGEGOALOREGON.GOV,State/Local Govt,Non-Federal Agency,Eugene,OR,"EUGENE, OR",United States,0101000020E6100000643BDF4F8DC55EC0268DD13AAA064640
COLLIERCOUNTYFL.GOV,State/Local Govt,Non-Federal Agency,Naples,FL,"NAPLES, FL",United States,0101000020E61000002922C32ADE7254C04EB9C2BB5C243A40
COLORADO.GOV,State/Local Govt,Non-Federal Agency,Lakewood,CO,"LAKEWOOD, CO",United States,0101000020E61000000938842A35455AC00395F1EF33DA4340
COLORADOATTORNEYGENERAL.GOV,State/Local Govt,Non-Federal Agency,Denver,CO,"DENVER, CO",United States,0101000020E610000082FFAD64C70853C0FD87F4DBD71D4440
COLORADOJUDICIAL.GOV,State/Local Govt,Non-Federal Agency,Denver,CO,"DENVER, CO",United States,0101000020E610000082FFAD64C70853C0FD87F4DBD71D4440
COLORADOJUDICIALPERFORMANCE.GOV,State/Local Govt,Non-Federal Agency,Denver,CO,"DENVER, CO",United States,0101000020E610000082FFAD64C70853C0FD87F4DBD71D4440
COLORADOLABORLAW.GOV,State/Local Govt,Non-Federal Agency,Denver,CO,"DENVER, CO",United States,0101000020E610000082FFAD64C70853C0FD87F4DBD71D4440
COLORADOPOSTGRANTS.GOV,State/Local Govt,Non-Federal Agency,Denver,CO,"DENVER, CO",United States,0101000020E610000082FFAD64C70853C0FD87F4DBD71D4440
COLORADORCJC.GOV,State/Local Govt,Non-Federal Agency,Denver,CO,"DENVER, CO",United States,0101000020E610000082FFAD64C70853C0FD87F4DBD71D4440
COLORADOUI.GOV,State/Local Govt,Non-Federal Agency,Denver,CO,"DENVER, CO",United States,0101000020E610000082FFAD64C70853C0FD87F4DBD71D4440
COLORADOWORKS.GOV,State/Local Govt,Non-Federal Agency,Denver,CO,"DENVER, CO",United States,0101000020E610000082FFAD64C70853C0FD87F4DBD71D4440
COLUMBIASC.GOV,State/Local Govt,Non-Federal Agency,Columbia,SC,"COLUMBIA, SC",United States,0101000020E6100000B8E4B8533A4254C0DC63E94317004140
COMPARECAREWV.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,"CHARLESTON, WV",United States,0101000020E61000004FCC7A3194FB53C0018750A566634040
CONCORD-MA.GOV,State/Local Govt,Non-Federal Agency,Concord,MA,"CONCORD, MA",United States,0101000020E6100000C078060DFD815EC03012DA722EFD4240
CONNECTINGALABAMA.GOV,State/Local Govt,Non-Federal Agency,Montgomery,AL,"MONTGOMERY, AL",United States,0101000020E6100000FEF15EB5329355C042EC4CA1F32E4040
COPIAHCOUNTYMS.GOV,State/Local Govt,Non-Federal Agency,Hazlehurst,MS,"HAZLEHURST, MS",United States,0101000020E6100000D200DE0209A654C0D89E5912A0DE3F40
CORUNNA-MI.GOV,State/Local Govt,Non-Federal Agency,Corunna,MI,"CORUNNA, MI",United States,0101000020E6100000A8C64B37890755C099D36531B17D4540
COSIPA.GOV,State/Local Govt,Non-Federal Agency,Denver,CO,"DENVER, CO",United States,0101000020E610000082FFAD64C70853C0FD87F4DBD71D4440
COUNCILBLUFFS-IA.GOV,State/Local Govt,Non-Federal Agency,Council Bluffs,IA,"COUNCIL BLUFFS, IA",United States,0101000020E61000009B5AB6D617F757C0D3C1FA3F87A14440
COUNTYOFVENTURACA.GOV,State/Local Govt,Non-Federal Agency,Ventura,CA,"VENTURA, CA",United States,0101000020E6100000C68A1A4CC3D25DC0969526A5A0234140
COURTNEWSOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH,"COLUMBUS, OH",United States,0101000020E61000009964E42CECBF54C0DEC83CF207FB4340
COURTSWV.GOV,State/Local Govt,Non-Federal Agency,Charleston,WV,"CHARLESTON, WV",United States,0101000020E61000004FCC7A3194FB53C0018750A566634040
COVERTENNESSEE.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,"NASHVILLE, TN",United States,0101000020E6100000276BD44334B255C0E15D2EE23B154240
COVERTN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,"NASHVILLE, TN",United States,0101000020E6100000276BD44334B255C0E15D2EE23B154240
COWORKFORCE.GOV,State/Local Govt,Non-Federal Agency,Denver,CO,"DENVER, CO",United States,0101000020E610000082FFAD64C70853C0FD87F4DBD71D4440
CRAWFORDCOUNTYMO.GOV,State/Local Govt,Non-Federal Agency,Steelville,MO,"STEELVILLE, MO",United States,0101000020E61000003815A930B6D656C0F9A067B3EAFB4240
CRESTEDBUTTE-CO.GOV,State/Local Govt,Non-Federal Agency,Crested Butte,CO,"CRESTED BUTTE, CO",United States,0101000020E61000006C95607138BF5AC0888043A8526F4340
CRYSTALMN.GOV,State/Local Govt,Non-Federal Agency,Crystal,MN,"CRYSTAL, MN",United States,0101000020E6100000704221020E5757C0B1A206D330844640
CSTX.GOV,State/Local Govt,Non-Federal Agency,College Station,TX,"COLLEGE STATION, TX",United States,0101000020E6100000255D33F9661558C0C68A1A4CC3A03E40
CT.GOV,State/Local Govt,Non-Federal Agency,Hartford,CT,"HARTFORD, CT",United States,0101000020E61000004434BA83D82B52C068D0D03FC1E14440
CTALERT.GOV,State/Local Govt,Non-Federal Agency,Middletown,CT,"MIDDLETOWN, CT",United States,0101000020E6100000A8A9656B7D1955C027BD6F7CEDC14340
CTBROWNFIELDS.GOV,State/Local Govt,Non-Federal Agency,Hartford,CT,"HARTFORD, CT",United States,0101000020E61000004434BA83D82B52C068D0D03FC1E14440
CTGROWN.GOV,State/Local Govt,Non-Federal Agency,Hartford,CT,"HARTFORD, CT",United States,0101000020E61000004434BA83D82B52C068D0D03FC1E14440
CTPROBATE.GOV,State/Local Govt,Non-Federal Agency,West Hartford,CT,"WEST HARTFORD, CT",United States,0101000020E6100000BA1457957D2F52C0361FD7868AE14440
DA16CO.GOV,State/Local Govt,Non-Federal Agency,La Junta,CO,"LA JUNTA, CO",United States,0101000020E61000005B25581CCEE259C0D21DC4CE14FE4240
DANVILLE-VA.GOV,State/Local Govt,Non-Federal Agency,Danville,VA,"DANVILLE, VA",United States,0101000020E61000000551F70148D953C0F437A110014B4240
DARIENCT.GOV,State/Local Govt,Non-Federal Agency,Darien,CT,"DARIEN, CT",United States,0101000020E61000001C7C613255FE55C0809F71E140E04440
DAVISCOUNTYUTAH.GOV,State/Local Govt,Non-Federal Agency,Farmington,UT,"FARMINGTON, UT",United States,0101000020E6100000957D5704FF0D5BC04CC3F011315D4240
DC.GOV,State/Local Govt,Non-Federal Agency,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
DCAPPEALS.GOV,State/Local Govt,Non-Federal Agency,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
DCCODE.GOV,State/Local Govt,Non-Federal Agency,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
DCCOUNCIL.GOV,State/Local Govt,Non-Federal Agency,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
DCCOURT.GOV,State/Local Govt,Non-Federal Agency,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
DCCOURTS.GOV,State/Local Govt,Non-Federal Agency,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
DCCOURTSNEWS.GOV,State/Local Govt,Non-Federal Agency,Washington,DC,"WASHINGTON, DC",United States,0101000020E610000091B8C7D287605CC0F168E388B5904240
DE.GOV,State/Local Govt,Non-Federal Agency,Dover,DE,"DOVER, DE",United States,0101000020E61000003A4030478FE152C0AA9A20EA3E944340
DECATUR-AL.GOV,State/Local Govt,Non-Federal Agency,Decatur,AL,"DECATUR, AL",United States,0101000020E6100000228E75711B3D56C03A4030478FEB4340
DECATURBRIDGE-AL.GOV,State/Local Govt,Non-Federal Agency,Orlando,FL,"ORLANDO, FL",United States,0101000020E61000007155D977455854C0EF2076A6D0893C40
DEL.GOV,State/Local Govt,Non-Federal Agency,Dover,DE,"DOVER, DE",United States,0101000020E61000003A4030478FE152C0AA9A20EA3E944340
DELAWARE.GOV,State/Local Govt,Non-Federal Agency,Dover,DE,"DOVER, DE",United States,0101000020E61000003A4030478FE152C0AA9A20EA3E944340
DELAWAREINSURANCE.GOV,State/Local Govt,Non-Federal Agency,Dover,DE,"DOVER, DE",United States,0101000020E61000003A4030478FE152C0AA9A20EA3E944340
DELDOT.GOV,State/Local Govt,Non-Federal Agency,Dover,DE,"DOVER, DE",United States,0101000020E61000003A4030478FE152C0AA9A20EA3E944340
DESMOINESWA.GOV,State/Local Govt,Non-Federal Agency,Des Moines,WA,"DES MOINES, WA",United States,0101000020E6100000A96A82A8FB6657C04DF8A57EDECC4440
DESOTOTEXAS.GOV,State/Local Govt,Non-Federal Agency,Desoto,TX,"DESOTO, TX",United States,0101000020E6100000A913D044D83658C0FA9B5088804B4040
DETROITMI.GOV,State/Local Govt,Non-Federal Agency,Detroit,MI,"DETROIT, MI",United States,0101000020E6100000B0726891EDC254C0E674594C6C2A4540
DEVAZ.GOV,State/Local Govt,Non-Federal Agency,Phoenix,AZ,"PHOENIX, AZ",United States,0101000020E610000022A64412BD045CC01A170E8464B94040
DEXTERMI.GOV,State/Local Govt,Non-Federal Agency,Dexter,MI,"DEXTER, MI",United States,0101000020E610000073F4F8BD4D7D56C0529B38B9DF654240
